OAF_back_happy.wav,happy
OAF_bar_happy.wav,happy
OAF_base_happy.wav,happy
OAF_bath_happy.wav,happy
OAF_bean_happy.wav,happy
OAF_beg_happy.wav,happy
OAF_bite_happy.wav,happy
OAF_boat_happy.wav,happy
OAF_bone_happy.wav,happy
OAF_book_happy.wav,happy
OAF_bought_happy.wav,happy
OAF_burn_happy.wav,happy
OAF_cab_happy.wav,happy
OAF_calm_happy.wav,happy
OAF_came_happy.wav,happy
OAF_cause_happy.wav,happy
OAF_chain_happy.wav,happy
OAF_chair_happy.wav,happy
OAF_chalk_happy.wav,happy
OAF_chat_happy.wav,happy
OAF_check_happy.wav,happy
OAF_cheek_happy.wav,happy
OAF_chief_happy.wav,happy
OAF_choice_happy.wav,happy
OAF_cool_happy.wav,happy
OAF_dab_happy.wav,happy
OAF_date_happy.wav,happy
OAF_dead_happy.wav,happy
OAF_death_happy.wav,happy
OAF_deep_happy.wav,happy
OAF_dime_happy.wav,happy
OAF_dip_happy.wav,happy
OAF_ditch_happy.wav,happy
OAF_dodge_happy.wav,happy
OAF_dog_happy.wav,happy
OAF_doll_happy.wav,happy
OAF_door_happy.wav,happy
OAF_fail_happy.wav,happy
OAF_fall_happy.wav,happy
OAF_far_happy.wav,happy
OAF_fat_happy.wav,happy
OAF_fit_happy.wav,happy
OAF_five_happy.wav,happy
OAF_food_happy.wav,happy
OAF_gap_happy.wav,happy
OAF_gas_happy.wav,happy
OAF_gaze_happy.wav,happy
OAF_germ_happy.wav,happy
OAF_get_happy.wav,happy
OAF_gin_happy.wav,happy
OAF_goal_happy.wav,happy
OAF_good_happy.wav,happy
OAF_goose_happy.wav,happy
OAF_gun_happy.wav,happy
OAF_half_happy.wav,happy
OAF_hall_happy.wav,happy
OAF_hash_happy.wav,happy
OAF_hate_happy.wav,happy
OAF_have_happy.wav,happy
OAF_haze_happy.wav,happy
OAF_hire_happy.wav,happy
OAF_hit_happy.wav,happy
OAF_hole_happy.wav,happy
OAF_home_happy.wav,happy
OAF_hurl_happy.wav,happy
OAF_hush_happy.wav,happy
OAF_jail_happy.wav,happy
OAF_jar_happy.wav,happy
OAF_join_happy.wav,happy
OAF_judge_happy.wav,happy
OAF_jug_happy.wav,happy
OAF_juice_happy.wav,happy
OAF_keen_happy.wav,happy
OAF_keep_happy.wav,happy
OAF_keg_happy.wav,happy
OAF_kick_happy.wav,happy
OAF_kill_happy.wav,happy
OAF_king_happy.wav,happy
OAF_kite_happy.wav,happy
OAF_knock_happy.wav,happy
OAF_late_happy.wav,happy
OAF_laud_happy.wav,happy
OAF_lean_happy.wav,happy
