https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry14.wav?alt=media&token=973a26c9-2720-40bc-bdca-e68162819df5,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry12.wav?alt=media&token=38bd8716-71d3-46ed-a0a8-bae06656484f,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fsad0.wav?alt=media&token=ac722a06-c05c-4377-a40a-4955235cb3b9,sad,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fsad5.wav?alt=media&token=778b3648-e4a3-47db-b837-aeadc257bdcc,sad,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry5.wav?alt=media&token=b22d48e6-9896-43fa-a0f0-cf99f091dd08,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fneutral0.wav?alt=media&token=ff772a25-231e-4c4a-9238-4dc1b91fe31b,neutral,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry15.wav?alt=media&token=26d8fe44-af1e-4566-87b5-e91995be099b,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fhappy1.wav?alt=media&token=e9aa326d-0787-42ba-bf84-c93f229c0dee,happy,0.748
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry7.wav?alt=media&token=7488926b-8983-4699-b0e3-a0148438a2c3,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fsad4.wav?alt=media&token=7fdc596c-2c0f-479b-aa16-3108f064baee,sad,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fsad2.wav?alt=media&token=07064863-3f10-4929-b94b-929f38b1f24f,sad,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry13.wav?alt=media&token=1214f818-f291-42f5-ab81-3dadf8005835,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry9.wav?alt=media&token=87cbb13b-9976-4e60-865b-6e1dc456c491,angry,-0.741
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fhappy0.wav?alt=media&token=9c8dd676-d0de-4b18-b58a-c67ed6d30ab6,happy,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry8.wav?alt=media&token=eb263999-dd6f-4b91-8176-60c627305104,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fhappy4.wav?alt=media&token=9e3c71e8-0e08-4da3-a3d4-4900002b9e3f,happy,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fhappy2.wav?alt=media&token=5e630f36-8715-4f8d-9ec4-81c3de51ff73,happy,0.839
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fsad1.wav?alt=media&token=da31ddbc-cb42-40af-941a-6d9e30d2b287,sad,0.741
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry6.wav?alt=media&token=28461ff0-3201-4e10-a388-cca51a2bad34,angry,-0.741
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry10.wav?alt=media&token=349cbc35-e462-418d-8274-fb64d30467b2,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fsad3.wav?alt=media&token=10ccb925-4b6b-4b5b-ba46-369e0b98f212,sad,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry16.wav?alt=media&token=c0e7793b-153f-426d-9472-e87a4ad18a73,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry0.wav?alt=media&token=5ac3621c-e7b0-4452-9b26-532639120df8,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fneutral1.wav?alt=media&token=cb4ce861-3ff2-4856-a642-2ddc88e79cfa,neutral,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry4.wav?alt=media&token=c960d1e2-c84a-43a8-ba1c-1e0f70f6f798,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fhappy3.wav?alt=media&token=3107fe17-b193-4f3f-be64-54df8593e6d0,happy,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2Fangry11.wav?alt=media&token=cd33e96c-1cc0-413b-b354-f173e54abe7f,angry,0
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2F1528780468978.wav?alt=media&token=6ba265c2-cf44-4df8-8a91-1f69c74cfbc4,happy,0.826
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2F1528781213872.wav?alt=media&token=20b3e7df-d069-4086-9fa5-5dc1d39b86db,happy,0.655999
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2F1528781474332.wav?alt=media&token=788a173f-cdef-4cdd-837e-30e5665bfca0,sad,-0.646
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/mono%2F1528781690181.wav?alt=media&token=d3439f59-3a00-41e6-bc3e-99581d51cf2a,sad,0.0
