https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A7%E1%86%AB%E1%84%87%E1%85%A1%E1%86%AF%5D%20Angry17.WAV?alt=media&token=a006fbda-3016-44fd-a7a7-e26c750338e5,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A7%E1%86%AB%E1%84%87%E1%85%A1%E1%86%AF%5D%20Angry18.WAV?alt=media&token=9f2aee11-8b35-49e6-b05b-7b64700b7bd4,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A7%E1%86%AB%E1%84%87%E1%85%A1%E1%86%AF%5D%20Angry19.WAV?alt=media&token=e3af3f1e-a540-41d7-baf8-f4b62d93ed88,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry20.WAV?alt=media&token=07b6d59c-690d-4c42-8122-00dd96e703b4,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry21.WAV?alt=media&token=d17d3f92-2942-4067-93b2-56f036b4189e,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry22.WAV?alt=media&token=edc775a5-8894-43cd-b9bb-5b1c881edd1e,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry23.WAV?alt=media&token=239d691d-7fdc-4977-af5b-8bd9701c436b,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry24.WAV?alt=media&token=9b26cec5-c974-4c17-ac1c-7d6ec4f8f6f5,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry25.WAV?alt=media&token=0d3ffc4b-5bd7-4856-a525-127fa1b68297,angry
https://firebasestorage.googleapis.com/v0/b/kaubrain418.appspot.com/o/lsj%2F%5B%E1%84%8B%E1%85%A9%E1%84%92%E1%85%A2%E1%84%8B%E1%85%A7%E1%86%BC%5D%20Angry26.WAV?alt=media&token=c90a61c2-1dd7-44a1-9be9-1e4174789b6c,angry
